name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,track_id,genres
White Ferrari,Blonde,Frank Ocean,2016-08-20,248807,79,0.501,0.77,0.0958,0.0,0.298,-15.605,0.0433,108.741,4,2LMkwUfqC6S6s6qDVlEuzV,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Thinkin Bout You,channel ORANGE,Frank Ocean,2012-07-10,200746,79,0.721,0.409,0.339,0.00153,0.0973,-11.195,0.0532,129.83,4,7DfFc7a6Rwfi3YQMRbDMau,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
In My Room,In My Room,Frank Ocean,2019-11-02,133680,79,0.861,0.594,0.647,0.661,0.114,-7.425,0.0675,158.037,4,4S4Mfvv03M1cHgIOJcbUCL,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Self Control,Blonde,Frank Ocean,2016-08-20,249667,77,0.581,0.768,0.21,0.0,0.369,-10.426,0.0321,80.099,4,5GUYJTQap5F3RDQiCOJhrS,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore,2012-10-09,258431,81,0.633,0.0267,0.927,0.0,0.0986,-4.468,0.0839,146.097,4,3bidbhpOYeV4knp8AIu8Xn,"['pop rap', 'seattle hip hop']"
Thrift Shop (feat. Wanz),The Heist,Macklemore,2012-10-09,235613,78,0.781,0.0633,0.526,0.0,0.0457,-6.986,0.293,94.993,4,6CjtS2JZH9RkDz5UVInsa9,"['pop rap', 'seattle hip hop']"
Glorious (feat. Skylar Grey),GEMINI,Macklemore,2017-09-22,220454,75,0.731,0.0323,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,4,0CokSRCu5hZgPxcZBaEzVE,"['pop rap', 'seattle hip hop']"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Toast to Our Differences (Deluxe Edition),Rudimental,2019-01-25,211760,59,0.654,0.188,0.798,0.0,0.15,-4.084,0.0451,92.207,4,5CLGzJsGqhCEECcpnFQA8x,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
Good Old Days (feat. Kesha),GEMINI,Macklemore,2017-09-22,240506,71,0.712,0.446,0.51,2.46e-05,0.112,-8.162,0.0633,122.964,4,2Za1AlJNvksouPPWbXpR2X,"['pop rap', 'seattle hip hop']"
CHANT (feat. Tones And I),CHANT (feat. Tones And I),Macklemore,2022-07-22,270635,70,0.698,0.213,0.782,0.0,0.181,-5.347,0.0853,112.176,4,5BgeAX4HuZdcuCqmu4pIMM,"['pop rap', 'seattle hip hop']"
MANIAC (feat. Windser),MANIAC (feat. Windser),Macklemore,2022-08-19,180902,70,0.708,0.137,0.674,0.0,0.258,-7.434,0.107,152.051,4,4Dmav01B2Fra0U4VYPPq4d,"['pop rap', 'seattle hip hop']"
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",This Unruly Mess I've Made,Macklemore & Ryan Lewis,2016-02-26,292593,68,0.828,0.0916,0.609,1.21e-06,0.291,-4.402,0.0694,109.725,4,5pfJsMwoRYKampPay8amX0,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
White Walls (feat. ScHoolboy Q & Hollis),The Heist,Macklemore,2012-10-09,220319,65,0.768,0.0545,0.782,0.0,0.338,-5.545,0.141,116.492,4,1o1Pny4JcE3LdUBeBedbm6,"['pop rap', 'seattle hip hop']"
Drowning (feat. Kodak Black),The Bigger Artist,A Boogie Wit da Hoodie,2017-09-29,209269,79,0.839,0.501,0.81,0.0,0.117,-5.274,0.0568,129.014,4,1f5cbQtDrykjarZVrShaDI,"['melodic rap', 'rap', 'trap']"
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,220779,78,0.907,0.438,0.577,3.19e-05,0.137,-6.737,0.0767,140.07,4,3lzUeaCbcCDB5IXYfqWRlF,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Super Gremlin,Back For Everything,Kodak Black,2022-02-25,200547,73,0.825,0.00265,0.414,0.0,0.357,-6.634,0.144,72.993,4,4A8cWXxKfIL3lAyUDzXbCF,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
ZEZE (feat. Travis Scott & Offset),Dying to Live,Kodak Black,2018-12-14,228759,78,0.861,0.0521,0.603,0.0,0.0924,-5.788,0.176,98.043,4,0FZ4Dmg8jJJAPJnvBIzD9z,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
Walk,Walk/Spin,Kodak Black,2022-09-16,166039,77,0.817,0.037,0.512,0.0,0.216,-6.943,0.0984,130.04,4,3wspfG772mi1c25JpnNOVP,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
Wake Up in the Sky,Evil Genius,Gucci Mane,2018-12-07,203161,71,0.8,0.00381,0.578,0.0,0.367,-5.144,0.0485,143.01,4,0QIjsbm2fh1cJ45XO9eGqq,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
No Flockin',No Flockin',Kodak Black,2015-11-13,165290,75,0.943,0.0673,0.595,0.0,0.0839,-8.372,0.191,117.532,4,34oWbFBfGEElvgO0a5c9V4,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
Drowning - Sped Up Version,Drowning (Sped Up Version),sped up nightcore,2022-06-02,174517,75,0.759,0.343,0.903,0.0,0.121,-5.287,0.0785,154.825,4,40x8vMUHIjqd2A5EtHEvAb,"['nightcore', 'sped up']"
Love & War,Back For Everything,Kodak Black,2022-02-25,239146,74,0.762,0.58,0.649,1.7e-05,0.0971,-5.624,0.0527,145.09,4,293mQGfVwgXIOdA1GpiwAt,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
Roll in Peace (feat. XXXTENTACION),Project Baby 2: All Grown Up,Kodak Black,2017-08-18,213132,74,0.747,0.0306,0.524,0.0,0.2,-6.807,0.245,140.053,4,40oKW22ZNNkEdZLJTScaQI,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
Put It On Me,Realer 2,YoungBoy Never Broke Again,2022-09-07,152195,76,0.665,0.0331,0.666,0.0,0.0841,-7.009,0.429,164.205,4,2FWeNvUo79OeiHWoR1bUsO,"['baton rouge rap', 'trap']"
Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,189322,71,0.474,0.0687,0.631,0.0,0.132,-5.884,0.343,180.056,4,6Gg1gjgKi2AK4e0qzsR7sd,"['chicago rap', 'melodic rap']"
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,2019-10-11,148629,75,0.876,0.0208,0.733,0.0,0.0999,-4.478,0.333,154.904,4,6klLvorLoo1sxvZcjJIY8I,"['baton rouge rap', 'trap']"
Vette Motors,The Last Slimeto,YoungBoy Never Broke Again,2022-08-05,173419,75,0.83,0.0298,0.644,0.0,0.11,-5.431,0.407,155.103,4,0HrWshW3SuFJ6nKS9ba9Mh,"['baton rouge rap', 'trap']"
To The Bone (feat. YoungBoy Never Broke Again),Only Built For Infinity Links,Quavo,2022-10-07,283196,74,0.899,0.0395,0.582,0.0,0.1,-7.275,0.264,149.973,4,4wRJHXHDJnKSPr9IVn0BFR,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']"
Nevada,"Sincerely, Kentrell",YoungBoy Never Broke Again,2021-10-05,155737,73,0.777,0.397,0.59,0.0,0.169,-8.741,0.286,147.978,4,2cEnKRR4dYBB2VA1mjlb1z,"['baton rouge rap', 'trap']"
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,153147,72,0.779,0.0383,0.642,0.0,0.2,-6.321,0.116,82.363,4,13EW51DKru044OJDJ9Bm8o,"['australian hip hop', 'pop']"
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,2018-05-25,205040,82,0.854,0.0609,0.569,0.0816,0.1,-8.151,0.106,80.015,4,7ycWLEP1GsNjVvcjawXz3z,"['east coast hip hop', 'hip hop', 'rap']"
Sundress,Sundress,A$AP Rocky,2018-11-20,158205,79,0.721,0.181,0.707,3.68e-06,0.143,-6.364,0.0595,125.005,4,2aPTvyE09vUCRwVvj0I8WK,"['east coast hip hop', 'hip hop', 'rap']"
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",AT.LONG.LAST.A$AP,A$AP Rocky,2015-05-26,260986,78,0.394,0.00996,0.661,0.0,0.343,-8.684,0.192,149.818,4,2N3U8uTYhjX2KwGT0pf5x0,"['east coast hip hop', 'hip hop', 'rap']"
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,2013,233786,77,0.853,0.0239,0.693,0.0,0.11,-6.87,0.275,95.967,4,4X5f3vT8MRuXF68pfjNte5,"['east coast hip hop', 'hip hop', 'rap']"
L$D,AT.LONG.LAST.A$AP,A$AP Rocky,2015-05-26,238306,75,0.598,0.194,0.252,0.133,0.0992,-15.086,0.0644,120.064,4,4S7YHmlWwfwArgd8LfSPud,"['east coast hip hop', 'hip hop', 'rap']"
Potato Salad,Potato Salad,"Tyler, The Creator",2018-09-28,182493,73,0.538,0.308,0.612,0.0,0.213,-6.02,0.424,168.197,4,1jzIJcHCXneHw7ojC6LXiF,"['hip hop', 'rap']"
Jukebox Joints (feat. Joe Fox & Kanye West),AT.LONG.LAST.A$AP,A$AP Rocky,2015-05-26,323960,72,0.284,0.302,0.803,0.0,0.242,-5.293,0.173,67.536,4,2gAGWaK4wvt2xrFUlR4mK8,"['east coast hip hop', 'hip hop', 'rap']"
Lord Pretty Flacko Jodye 2 (LPFJ2),AT.LONG.LAST.A$AP,A$AP Rocky,2015-05-26,126960,71,0.485,0.0123,0.72,0.0,0.0546,-5.991,0.127,207.982,4,1j6kDJttn6wbVyMaM42Nxm,"['east coast hip hop', 'hip hop', 'rap']"
Fukk Sleep (feat. FKA twigs),TESTING,A$AP Rocky,2018-05-25,192973,70,0.798,0.443,0.412,7.43e-05,0.219,-9.305,0.36,135.959,4,1AqemxWsT0iGg5Lvkm16Bt,"['east coast hip hop', 'hip hop', 'rap']"
Let You Down,Perception,NF,2017-10-06,212120,81,0.662,0.312,0.714,0.0,0.179,-5.68,0.121,147.997,4,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap', 'rap']"
Lie,Perception,NF,2017-10-06,209213,77,0.513,0.161,0.661,0.0,0.246,-6.419,0.24,94.791,4,07FkzikE6FuHIa8Ma7zJGc,"['hip hop', 'pop rap', 'rap']"
The Search,The Search,NF,2019-07-26,248053,76,0.789,0.598,0.789,0.0,0.099,-4.813,0.298,119.95,4,3oLe5ZILASG8vU5dxIMfLY,"['hip hop', 'pop rap', 'rap']"
If You Want Love,Perception,NF,2017-10-06,199386,76,0.551,0.659,0.386,0.0,0.125,-10.22,0.132,116.409,1,3i5qVV8azKqGFK4Gzdt5YS,"['hip hop', 'pop rap', 'rap']"
When I Grow Up,The Search,NF,2019-07-26,196800,74,0.817,0.32,0.814,0.0,0.152,-3.985,0.185,109.994,4,5rLyYxZNzca00ENADO9m54,"['hip hop', 'pop rap', 'rap']"
The Search - Edit,The Search (Edit),NF,2019-06-07,197694,74,0.831,0.552,0.851,0.0,0.106,-3.397,0.207,119.958,4,4tZDUt8vHpvjfOXcHwOvtq,"['hip hop', 'pop rap', 'rap']"
Paralyzed,Mansion,NF,2015-03-31,270453,73,0.51,0.214,0.643,3.22e-06,0.101,-6.602,0.0485,130.081,4,5DHQKZCOZhGNTbYBCekWx0,"['hip hop', 'pop rap', 'rap']"
Time,The Search,NF,2019-07-26,240428,72,0.677,0.138,0.688,0.0,0.114,-4.058,0.0633,98.049,4,2bJvI42r8EF3wxjOuDav4r,"['hip hop', 'pop rap', 'rap']"
Hate Myself,The Search,NF,2019-07-26,260253,71,0.533,0.234,0.84,0.0,0.114,-5.283,0.167,116.882,4,5PdEiev2BkKiZtZFcNKjfM,"['hip hop', 'pop rap', 'rap']"
JUST LIKE YOU,CLOUDS (THE MIXTAPE),NF,2021-03-26,251236,71,0.775,0.489,0.757,0.0,0.28,-4.607,0.228,140.044,4,7tTRFVlFzk6yTnoMcParmi,"['hip hop', 'pop rap', 'rap']"
Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,203417,82,0.596,0.0169,0.854,0.0,0.124,-5.114,0.463,120.274,4,2iUXsYOEPhVqEBwsqP70rE,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Teeth,13 Reasons Why (Season 3),5 Seconds of Summer,2019-08-23,204887,79,0.756,0.0508,0.448,3.87e-06,0.11,-2.993,0.0404,139.031,4,26wLOs3ZuHJa2Ihhx6QIE6,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Ghost Of You,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,197411,77,0.458,0.0965,0.561,0.0,0.156,-4.819,0.0269,149.875,3,1MhXdlCQPnO56T57MfmaRm,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Bad Omens,5SOS5,5 Seconds of Summer,2022-09-23,215734,76,0.493,6.45e-05,0.772,1.85e-05,0.0925,-6.315,0.051,133.973,3,2ovVwEXwcRYuIfnfJedGnQ,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,73,0.494,0.000569,0.951,0.0,0.327,-4.237,0.132,160.025,4,1gugDOSMREb34Xo0c1PlxM,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Lie To Me (feat. Julia Michaels),Lie To Me (feat. Julia Michaels),5 Seconds of Summer,2018-12-21,149877,71,0.611,0.0132,0.52,0.0,0.105,-5.445,0.0346,159.927,4,6GzApXoBQiiAjak3tOQfV3,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Easy For You To Say,5SOS5,5 Seconds of Summer,2022-09-23,240031,71,0.527,0.0832,0.709,0.0,0.33,-6.024,0.0374,124.02,4,5bHrzpO27EMIpzsseMPPsa,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Easier,CALM,5 Seconds of Summer,2020-03-27,158098,70,0.562,0.476,0.46,0.0,0.107,-4.173,0.259,176.055,4,2bjUEg4jBtKBlPdNrTAppI,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
BLENDER,5SOS5,5 Seconds of Summer,2022-09-23,147744,70,0.67,0.0293,0.665,2.19e-05,0.101,-5.47,0.104,161.99,4,1xnsTtYlN5GYO30FqYLG1i,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
The Motto,The Motto,Tiësto,2021-11-04,164818,87,0.754,0.0301,0.763,2.23e-05,0.0901,-4.627,0.0435,117.953,4,4Kz4RdRCceaA9VgTqBhBfa,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Hot In It,Hot In It,Tiësto,2022-06-30,129817,84,0.748,0.00445,0.841,1.33e-06,0.0413,-5.08,0.177,123.045,4,3Z7CaxQkqbIs1rewKi6v4W,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
The Business,The Business,Tiësto,2020-09-16,164000,83,0.798,0.414,0.62,0.0192,0.112,-7.079,0.232,120.031,4,6f3Slt0GbA2bPZlz0aIFXN,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Baila Conmigo,Baila Conmigo,Tiësto,2022-07-29,146249,76,0.652,0.00658,0.855,0.409,0.341,-6.411,0.0775,127.964,4,2mlAUfsU4Q3F24s4w8cYy9,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Another Love - Tiësto Remix,Another Love (Tiësto Remix),Tom Odell,2022-05-13,185365,75,0.79,0.0836,0.764,0.0871,0.132,-4.685,0.0737,123.046,4,4Et6tUEO7biKxZEfJXpNj1,"['chill pop', 'pop']"
Pump It Louder,Pump It Louder,Tiësto,2022-10-07,158571,74,0.66,0.00789,0.942,1.76e-05,0.834,-2.273,0.185,126.017,4,2yEHX6MqAXPyD7bm47A2Br,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Jackie Chan,The London Sessions,Tiësto,2020-05-15,215759,65,0.747,0.374,0.833,0.0,0.0586,-2.867,0.045,128.008,4,4kWO6O1BUXcZmaxitpVUwp,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Savage,Savage,Tiësto,2022-04-29,167500,72,0.694,0.191,0.7,0.0,0.0719,-5.53,0.0488,127.965,4,55CHeLEfn5iJ0IIkgaa4si,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Pepas - Tiësto Remix,Pepas (Tiësto Remix),Farruko,2021-09-29,223384,71,0.769,0.00215,0.688,0.107,0.088,-4.378,0.0501,130.026,4,1bFgMkoazsyZGSflpCzYm6,"['latin hip hop', 'reggaeton', 'trap latino']"
My Shit,Artist,A Boogie Wit da Hoodie,2016-09-16,128156,78,0.812,0.244,0.621,0.0,0.099,-8.3,0.0515,77.998,4,5uQOauh47VFt3B2kV9kRXw,"['melodic rap', 'rap', 'trap']"
Still Think About You,Artist,A Boogie Wit da Hoodie,2016-09-16,246987,77,0.946,0.219,0.646,0.0,0.0643,-6.604,0.21,127.978,4,2FTeQQ5Rg9tBpgpTF5mnhE,"['melodic rap', 'rap', 'trap']"
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,189486,75,0.581,0.0153,0.662,0.0,0.111,-5.239,0.303,93.023,4,1wJRveJZLSb1rjhnUHQiv6,"['melodic rap', 'rap', 'trap']"
Jungle,Artist,A Boogie Wit da Hoodie,2016-09-16,174192,75,0.538,0.308,0.52,0.0,0.214,-11.063,0.737,180.274,4,5uZm7EFtP5aoTJvx5gv9Xf,"['melodic rap', 'rap', 'trap']"
Look Back at It,Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,179449,74,0.791,0.407,0.587,0.0,0.148,-5.075,0.0413,96.057,4,3Ol2xnObFdKV9pmRD2t9x8,"['melodic rap', 'rap', 'trap']"
B.R.O. (Better Ride Out) [feat. Roddy Ricch],B.R.O. (Better Ride Out) [feat. Roddy Ricch],A Boogie Wit da Hoodie,2022-10-07,178041,74,0.576,0.0398,0.596,0.0,0.0975,-7.774,0.108,95.457,4,23pGZ6n6Xd3yV7qK4xw7dx,"['melodic rap', 'rap', 'trap']"
Me and My Guitar,Artist 2.0,A Boogie Wit da Hoodie,2020-02-14,161764,73,0.644,0.473,0.587,0.0,0.0759,-6.736,0.353,173.972,4,6cZH4rX1KTt1aJ3Ql6Ynja,"['melodic rap', 'rap', 'trap']"
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",H.E.R.,2020-01-17,296011,73,0.816,0.0145,0.513,0.000102,0.14,-8.363,0.244,96.981,4,6MO2bfLHKykUgCChFdw91H,"['pop', 'r&b', 'rap', 'urban contemporary']"
The Middle,The Middle,Zedd,2018-01-23,184732,81,0.753,0.171,0.657,0.0,0.112,-3.061,0.0449,107.01,4,6GG73Jik4jUlQCkKg9JuGO,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
Stay,Stay,Zedd,2017-02-23,210090,77,0.69,0.253,0.622,0.0,0.116,-5.025,0.0622,102.04,4,5HCyWlXZPP0y6Gqq8TgA20,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
Make You Say,Make You Say,Zedd,2022-08-19,206000,76,0.687,0.351,0.61,0.0,0.175,-4.713,0.0499,128.15,4,1elhmWW7Bv0MOQj2gAsyoV,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
Clarity,Clarity,Zedd,2012-01-01,271426,75,0.509,0.0398,0.781,0.0,0.0749,-3.48,0.072,128.0,4,60wwxj6Dd9NJlirf84wr2c,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
Happy Now,Happy Now,Zedd,2018-07-18,207029,71,0.503,0.579,0.741,1.49e-06,0.0712,-5.128,0.047,88.335,3,4keoy2fqgwGnbWlm3ZVZFa,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
Beautiful Now,True Colors,Zedd,2015-05-18,218293,70,0.628,0.0079,0.833,1.48e-05,0.074,-4.126,0.0282,128.003,4,2ISSQPb9LHHiV6ng2NXosL,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
Good Thing (with Kehlani),Good Thing (with Kehlani),Zedd,2019-09-27,210901,69,0.693,0.399,0.564,0.0,0.0409,-3.857,0.0378,185.913,3,5aUSEPNd3m5xliFK4pn5mU,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
I Want You To Know,True Colors,Zedd,2015-05-18,240000,67,0.58,0.00537,0.846,6.62e-06,0.145,-2.876,0.0573,129.998,4,1JDIArrcepzWDTAWXdGYmP,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
365,365,Zedd,2019-02-14,181899,67,0.745,0.339,0.693,0.0,0.123,-5.479,0.034,98.039,4,7GhBtaLThD3Sa0zLJdGRhQ,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
I'll Make a Man Out of You,Mulan (Original Soundtrack),Mulan - Cast,1998-01-01,201680,73,0.672,0.144,0.322,2.96e-05,0.074,-17.669,0.0339,113.852,4,28UMEtwyUUy5u0UWOVHwiI,[]
If Only,Descendants (Original TV Movie Soundtrack),Descendants – Cast,2015-01-01,229813,71,0.477,0.271,0.6,0.0,0.112,-5.652,0.0324,152.062,3,1mRBJdpIgc3jZH8C3cN2WV,[]
Part of Your World,The Little Mermaid Special Edition,Alan Menken,2006-01-01,195493,70,0.274,0.92,0.144,0.000388,0.29,-14.516,0.0482,61.551,5,7tUSJY4nsDBJTjd1UXKRsT,"['broadway', 'disney', 'hollywood', 'movie tunes', 'orchestral soundtrack', 'show tunes']"
Under the Sea,The Little Mermaid Special Edition,Alan Menken,2006-01-01,195146,69,0.511,0.708,0.475,0.0,0.105,-14.667,0.161,98.957,4,6oYkwjI1TKP9D0Y9II1GT7,"['broadway', 'disney', 'hollywood', 'movie tunes', 'orchestral soundtrack', 'show tunes']"
A Whole New World - Remastered 2022,Walt Disney Records The Legacy Collection: Aladdin,Alan Menken,2022-09-16,160306,51,0.273,0.848,0.227,2.31e-06,0.102,-15.742,0.0351,129.272,4,0k7Shopj669EbywEjsqoqm,"['broadway', 'disney', 'hollywood', 'movie tunes', 'orchestral soundtrack', 'show tunes']"
Come on Out,ZOMBIES 3 (Original Soundtrack),ZOMBIES – Cast,2022-07-15,165604,69,0.654,0.00241,0.689,0.0,0.122,-6.936,0.0335,81.992,4,2eCAySGeTsPGXnfFb60Kgq,[]
Someday,ZOMBIES (Original TV Movie Soundtrack),ZOMBIES – Cast,2018-02-16,183799,68,0.772,0.191,0.806,0.0,0.0685,-5.043,0.0367,113.024,4,7hm4HTk9encxT0LYC0J6oI,[]
Gotta Go My Own Way,High School Musical 2 (Original Soundtrack),High School Musical Cast,2007-01-01,222360,68,0.555,0.0864,0.692,3.25e-05,0.232,-4.767,0.0277,88.995,4,5rWIO1uP0GwAoU45RTBJ2F,"['dance pop', 'post-teen pop']"
Breaking Free,High School Musical,High School Musical Cast,2006-01-01,207200,67,0.577,0.0475,0.59,0.0,0.133,-6.437,0.0365,107.935,4,5zQ1Wq6HNYjGZWkVv5P8Eg,"['dance pop', 'post-teen pop']"
Shut Down,BORN PINK,BLACKPINK,2022-09-15,175889,81,0.818,0.00327,0.69,0.0,0.186,-5.119,0.0454,110.071,3,0ARKW62l9uWIDYMZTUmJHF,"['k-pop', 'k-pop girl group']"
Pink Venom,BORN PINK,BLACKPINK,2022-09-15,186964,79,0.693,0.0145,0.734,0.0,0.217,-6.189,0.202,180.06,4,0skYUMpS0AcbpjcGsAbRGj,"['k-pop', 'k-pop girl group']"
Typa Girl,BORN PINK,BLACKPINK,2022-09-16,179172,83,0.915,0.0745,0.621,0.0,0.628,-6.519,0.1,131.984,4,0L8LOav65XwLjCLS11gNPD,"['k-pop', 'k-pop girl group']"
Hard to Love,BORN PINK,BLACKPINK,2022-09-16,162569,81,0.654,0.00616,0.768,0.0,0.202,-5.007,0.0431,104.97,4,3MJhPqL2IgGs7gHEB2M35q,"['k-pop', 'k-pop girl group']"
Tally,BORN PINK,BLACKPINK,2022-09-16,184248,79,0.688,0.00777,0.637,0.0,0.13,-4.85,0.031,129.902,4,0bYVPJvXr8ACmw313cVvhB,"['k-pop', 'k-pop girl group']"
The Happiest Girl,BORN PINK,BLACKPINK,2022-09-15,222025,67,0.382,0.605,0.37,0.0,0.102,-8.475,0.0785,181.459,3,1XoY4WZrvPIphBaikXGjF8,"['k-pop', 'k-pop girl group']"
How You Like That,THE ALBUM,BLACKPINK,2020-10-02,182956,78,0.812,0.0465,0.761,0.000135,0.0601,-5.222,0.0812,130.032,4,4SFknyjLcyTLJFPKD2m96o,"['k-pop', 'k-pop girl group']"
As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,213264,78,0.786,0.0687,0.852,0.0,0.0759,-2.687,0.0813,125.036,4,4ZxOuNHhpyOj4gv52MtQpT,"['k-pop', 'k-pop girl group']"
BOOMBAYAH,SQUARE ONE,BLACKPINK,2016-08-08,240793,78,0.661,0.00268,0.836,0.0,0.497,-3.164,0.059,124.952,4,13MF2TYuyfITClL1R2ei6e,"['k-pop', 'k-pop girl group']"
Yeah Yeah Yeah,BORN PINK,BLACKPINK,2022-09-15,178923,70,0.729,0.00574,0.588,2.91e-06,0.0614,-6.654,0.0359,124.019,4,5TfKoQg9AjmDIWYKFoDqMN,"['k-pop', 'k-pop girl group']"
"...And to Those I Love, Thanks for Sticking Around",Stop Staring At the Shadows,$uicideboy$,2020-02-14,168489,82,0.792,0.124,0.511,9.04e-05,0.14,-6.876,0.0409,113.983,4,30QR0ndUdiiMQMA9g1PGCm,"['dark trap', 'new orleans rap', 'underground hip hop']"
Antarctica,Antarctica,$uicideboy$,2016-01-26,126850,81,0.715,0.553,0.633,4.45e-06,0.0905,-6.869,0.0804,105.945,5,5UGAXwbA17bUC0K9uquGY2,"['dark trap', 'new orleans rap', 'underground hip hop']"
